generator,jitter,seed,k,loo_error,loo_indicator_rate,replace_vulnerability,near_zero_margin_mass,mean_abs_margin,diagnostic_f1
moons,0.0,6,7,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,6.75,1.0
moons,0.0,6,11,0.008333333333333333,0.0,0.0,0.0,10.3,1.0
moons,0.0,7,1,0.025,0.025,1.0,1.0,1.0,1.0
moons,0.0,7,3,0.016666666666666666,0.0,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,0.0,7,5,0.016666666666666666,0.008333333333333333,0.016666666666666666,0.016666666666666666,4.816666666666666,1.0
moons,0.0,7,7,0.025,0.008333333333333333,0.025,0.025,6.633333333333334,1.0
moons,0.0,7,11,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,9.95,1.0
moons,1e-08,0,1,0.05,0.05,1.0,1.0,1.0,1.0
moons,1e-08,0,3,0.05,0.025,0.06666666666666667,0.06666666666666667,2.8666666666666667,1.0
moons,1e-08,0,5,0.058333333333333334,0.016666666666666666,0.05,0.05,4.633333333333334,1.0
moons,1e-08,0,7,0.058333333333333334,0.008333333333333333,0.03333333333333333,0.03333333333333333,6.4,1.0
moons,1e-08,0,11,0.05,0.0,0.016666666666666666,0.016666666666666666,9.7,1.0
moons,1e-08,1,1,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0
moons,1e-08,1,3,0.016666666666666666,0.008333333333333333,0.06666666666666667,0.06666666666666667,2.8666666666666667,1.0
moons,1e-08,1,5,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.008333333333333333,4.783333333333333,1.0
moons,1e-08,1,7,0.03333333333333333,0.016666666666666666,0.025,0.025,6.433333333333334,1.0
moons,1e-08,1,11,0.058333333333333334,0.016666666666666666,0.058333333333333334,0.058333333333333334,9.55,1.0
moons,1e-08,2,1,0.016666666666666666,0.016666666666666666,1.0,1.0,1.0,1.0
moons,1e-08,2,3,0.016666666666666666,0.008333333333333333,0.025,0.025,2.95,1.0
moons,1e-08,2,5,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.008333333333333333,4.816666666666666,1.0
moons,1e-08,2,7,0.008333333333333333,0.0,0.016666666666666666,0.016666666666666666,6.583333333333333,1.0
moons,1e-08,2,11,0.03333333333333333,0.016666666666666666,0.025,0.025,9.766666666666667,1.0
moons,1e-08,3,1,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0
moons,1e-08,3,3,0.03333333333333333,0.008333333333333333,0.09166666666666666,0.09166666666666666,2.816666666666667,1.0
moons,1e-08,3,5,0.041666666666666664,0.008333333333333333,0.03333333333333333,0.03333333333333333,4.566666666666666,1.0
moons,1e-08,3,7,0.05,0.016666666666666666,0.025,0.025,6.266666666666667,1.0
moons,1e-08,3,11,0.058333333333333334,0.016666666666666666,0.03333333333333333,0.03333333333333333,9.45,1.0
moons,1e-08,4,1,0.025,0.025,1.0,1.0,1.0,1.0
moons,1e-08,4,3,0.016666666666666666,0.008333333333333333,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,1e-08,4,5,0.016666666666666666,0.008333333333333333,0.025,0.025,4.816666666666666,1.0
moons,1e-08,4,7,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,6.666666666666667,1.0
moons,1e-08,4,11,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,9.65,1.0
moons,1e-08,5,1,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,1.0
moons,1e-08,5,3,0.041666666666666664,0.016666666666666666,0.08333333333333333,0.08333333333333333,2.8333333333333335,1.0
moons,1e-08,5,5,0.05,0.008333333333333333,0.058333333333333334,0.058333333333333334,4.65,1.0
moons,1e-08,5,7,0.041666666666666664,0.016666666666666666,0.05,0.05,6.5,1.0
moons,1e-08,5,11,0.05,0.008333333333333333,0.03333333333333333,0.03333333333333333,9.85,1.0
moons,1e-08,6,1,0.03333333333333333,0.03333333333333333,1.0,1.0,1.0,1.0
moons,1e-08,6,3,0.025,0.008333333333333333,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,1e-08,6,5,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,4.833333333333333,1.0
moons,1e-08,6,7,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,6.75,1.0
moons,1e-08,6,11,0.008333333333333333,0.0,0.0,0.0,10.3,1.0
moons,1e-08,7,1,0.025,0.025,1.0,1.0,1.0,1.0
moons,1e-08,7,3,0.016666666666666666,0.0,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,1e-08,7,5,0.016666666666666666,0.008333333333333333,0.016666666666666666,0.016666666666666666,4.816666666666666,1.0
moons,1e-08,7,7,0.025,0.008333333333333333,0.025,0.025,6.633333333333334,1.0
moons,1e-08,7,11,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,9.95,1.0
moons,1e-06,0,1,0.05,0.05,1.0,1.0,1.0,1.0
moons,1e-06,0,3,0.05,0.025,0.06666666666666667,0.06666666666666667,2.8666666666666667,1.0
moons,1e-06,0,5,0.058333333333333334,0.016666666666666666,0.05,0.05,4.633333333333334,1.0
moons,1e-06,0,7,0.058333333333333334,0.008333333333333333,0.03333333333333333,0.03333333333333333,6.4,1.0
moons,1e-06,0,11,0.05,0.0,0.016666666666666666,0.016666666666666666,9.7,1.0
moons,1e-06,1,1,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0
moons,1e-06,1,3,0.016666666666666666,0.008333333333333333,0.06666666666666667,0.06666666666666667,2.8666666666666667,1.0
moons,1e-06,1,5,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.008333333333333333,4.783333333333333,1.0
moons,1e-06,1,7,0.03333333333333333,0.016666666666666666,0.025,0.025,6.433333333333334,1.0
moons,1e-06,1,11,0.058333333333333334,0.016666666666666666,0.058333333333333334,0.058333333333333334,9.55,1.0
moons,1e-06,2,1,0.016666666666666666,0.016666666666666666,1.0,1.0,1.0,1.0
moons,1e-06,2,3,0.016666666666666666,0.008333333333333333,0.025,0.025,2.95,1.0
moons,1e-06,2,5,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.008333333333333333,4.816666666666666,1.0
moons,1e-06,2,7,0.008333333333333333,0.0,0.016666666666666666,0.016666666666666666,6.583333333333333,1.0
moons,1e-06,2,11,0.03333333333333333,0.016666666666666666,0.025,0.025,9.766666666666667,1.0
moons,1e-06,3,1,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0
moons,1e-06,3,3,0.03333333333333333,0.008333333333333333,0.09166666666666666,0.09166666666666666,2.816666666666667,1.0
moons,1e-06,3,5,0.041666666666666664,0.008333333333333333,0.03333333333333333,0.03333333333333333,4.566666666666666,1.0
moons,1e-06,3,7,0.05,0.016666666666666666,0.025,0.025,6.266666666666667,1.0
moons,1e-06,3,11,0.058333333333333334,0.016666666666666666,0.03333333333333333,0.03333333333333333,9.45,1.0
moons,1e-06,4,1,0.025,0.025,1.0,1.0,1.0,1.0
moons,1e-06,4,3,0.016666666666666666,0.008333333333333333,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,1e-06,4,5,0.016666666666666666,0.008333333333333333,0.025,0.025,4.816666666666666,1.0
moons,1e-06,4,7,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,6.666666666666667,1.0
moons,1e-06,4,11,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,9.65,1.0
moons,1e-06,5,1,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,1.0
moons,1e-06,5,3,0.041666666666666664,0.016666666666666666,0.08333333333333333,0.08333333333333333,2.8333333333333335,1.0
moons,1e-06,5,5,0.05,0.008333333333333333,0.058333333333333334,0.058333333333333334,4.65,1.0
moons,1e-06,5,7,0.041666666666666664,0.016666666666666666,0.05,0.05,6.5,1.0
moons,1e-06,5,11,0.05,0.008333333333333333,0.03333333333333333,0.03333333333333333,9.85,1.0
moons,1e-06,6,1,0.03333333333333333,0.03333333333333333,1.0,1.0,1.0,1.0
moons,1e-06,6,3,0.025,0.008333333333333333,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,1e-06,6,5,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,4.833333333333333,1.0
moons,1e-06,6,7,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,6.75,1.0
moons,1e-06,6,11,0.008333333333333333,0.0,0.0,0.0,10.3,1.0
moons,1e-06,7,1,0.025,0.025,1.0,1.0,1.0,1.0
moons,1e-06,7,3,0.016666666666666666,0.0,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,1e-06,7,5,0.016666666666666666,0.008333333333333333,0.016666666666666666,0.016666666666666666,4.816666666666666,1.0
moons,1e-06,7,7,0.025,0.008333333333333333,0.025,0.025,6.633333333333334,1.0
moons,1e-06,7,11,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,9.95,1.0
moons,0.0001,0,1,0.05,0.05,1.0,1.0,1.0,1.0
moons,0.0001,0,3,0.05,0.025,0.06666666666666667,0.06666666666666667,2.8666666666666667,1.0
moons,0.0001,0,5,0.058333333333333334,0.016666666666666666,0.05,0.05,4.633333333333334,1.0
moons,0.0001,0,7,0.058333333333333334,0.008333333333333333,0.03333333333333333,0.03333333333333333,6.4,1.0
moons,0.0001,0,11,0.05,0.0,0.016666666666666666,0.016666666666666666,9.7,1.0
moons,0.0001,1,1,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0
moons,0.0001,1,3,0.016666666666666666,0.008333333333333333,0.06666666666666667,0.06666666666666667,2.8666666666666667,1.0
moons,0.0001,1,5,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.008333333333333333,4.783333333333333,1.0
moons,0.0001,1,7,0.03333333333333333,0.016666666666666666,0.025,0.025,6.416666666666667,1.0
moons,0.0001,1,11,0.058333333333333334,0.016666666666666666,0.058333333333333334,0.058333333333333334,9.55,1.0
moons,0.0001,2,1,0.016666666666666666,0.016666666666666666,1.0,1.0,1.0,1.0
moons,0.0001,2,3,0.016666666666666666,0.008333333333333333,0.025,0.025,2.95,1.0
moons,0.0001,2,5,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.008333333333333333,4.816666666666666,1.0
moons,0.0001,2,7,0.008333333333333333,0.0,0.016666666666666666,0.016666666666666666,6.583333333333333,1.0
moons,0.0001,2,11,0.03333333333333333,0.016666666666666666,0.025,0.025,9.766666666666667,1.0
moons,0.0001,3,1,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0
moons,0.0001,3,3,0.03333333333333333,0.008333333333333333,0.09166666666666666,0.09166666666666666,2.816666666666667,1.0
moons,0.0001,3,5,0.041666666666666664,0.008333333333333333,0.03333333333333333,0.03333333333333333,4.566666666666666,1.0
moons,0.0001,3,7,0.05,0.016666666666666666,0.025,0.025,6.266666666666667,1.0
moons,0.0001,3,11,0.058333333333333334,0.016666666666666666,0.03333333333333333,0.03333333333333333,9.45,1.0
moons,0.0001,4,1,0.025,0.025,1.0,1.0,1.0,1.0
moons,0.0001,4,3,0.016666666666666666,0.008333333333333333,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,0.0001,4,5,0.016666666666666666,0.008333333333333333,0.025,0.025,4.816666666666666,1.0
moons,0.0001,4,7,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,6.666666666666667,1.0
moons,0.0001,4,11,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,9.65,1.0
moons,0.0001,5,1,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,1.0
moons,0.0001,5,3,0.041666666666666664,0.016666666666666666,0.08333333333333333,0.08333333333333333,2.8333333333333335,1.0
moons,0.0001,5,5,0.05,0.008333333333333333,0.058333333333333334,0.058333333333333334,4.65,1.0
moons,0.0001,5,7,0.041666666666666664,0.016666666666666666,0.05,0.05,6.5,1.0
moons,0.0001,5,11,0.05,0.008333333333333333,0.03333333333333333,0.03333333333333333,9.85,1.0
moons,0.0001,6,1,0.03333333333333333,0.03333333333333333,1.0,1.0,1.0,1.0
moons,0.0001,6,3,0.025,0.008333333333333333,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,0.0001,6,5,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,4.833333333333333,1.0
moons,0.0001,6,7,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,6.75,1.0
moons,0.0001,6,11,0.008333333333333333,0.0,0.0,0.0,10.3,1.0
moons,0.0001,7,1,0.025,0.025,1.0,1.0,1.0,1.0
moons,0.0001,7,3,0.016666666666666666,0.0,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,0.0001,7,5,0.016666666666666666,0.008333333333333333,0.016666666666666666,0.016666666666666666,4.816666666666666,1.0
moons,0.0001,7,7,0.025,0.008333333333333333,0.025,0.025,6.633333333333334,1.0
moons,0.0001,7,11,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,9.95,1.0
moons,0.01,0,1,0.05,0.05,1.0,1.0,1.0,1.0
moons,0.01,0,3,0.05,0.025,0.075,0.075,2.85,1.0
moons,0.01,0,5,0.058333333333333334,0.016666666666666666,0.058333333333333334,0.058333333333333334,4.6,1.0
moons,0.01,0,7,0.058333333333333334,0.008333333333333333,0.03333333333333333,0.03333333333333333,6.4,1.0
moons,0.01,0,11,0.05,0.0,0.016666666666666666,0.016666666666666666,9.6,1.0
moons,0.01,1,1,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0
moons,0.01,1,3,0.016666666666666666,0.008333333333333333,0.06666666666666667,0.06666666666666667,2.8666666666666667,1.0
moons,0.01,1,5,0.016666666666666666,0.008333333333333333,0.016666666666666666,0.016666666666666666,4.8,1.0
moons,0.01,1,7,0.03333333333333333,0.016666666666666666,0.025,0.025,6.433333333333334,1.0
moons,0.01,1,11,0.058333333333333334,0.016666666666666666,0.041666666666666664,0.041666666666666664,9.616666666666667,1.0
moons,0.01,2,1,0.016666666666666666,0.016666666666666666,1.0,1.0,1.0,1.0
moons,0.01,2,3,0.016666666666666666,0.008333333333333333,0.025,0.025,2.95,1.0
moons,0.01,2,5,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.008333333333333333,4.816666666666666,1.0
moons,0.01,2,7,0.016666666666666666,0.008333333333333333,0.025,0.025,6.516666666666667,1.0
moons,0.01,2,11,0.03333333333333333,0.016666666666666666,0.025,0.025,9.75,1.0
moons,0.01,3,1,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0
moons,0.01,3,3,0.03333333333333333,0.008333333333333333,0.1,0.1,2.8,1.0
moons,0.01,3,5,0.041666666666666664,0.008333333333333333,0.041666666666666664,0.041666666666666664,4.55,1.0
moons,0.01,3,7,0.05,0.016666666666666666,0.041666666666666664,0.041666666666666664,6.25,1.0
moons,0.01,3,11,0.05,0.008333333333333333,0.025,0.025,9.466666666666667,1.0
moons,0.01,4,1,0.016666666666666666,0.016666666666666666,1.0,1.0,1.0,1.0
moons,0.01,4,3,0.016666666666666666,0.008333333333333333,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,0.01,4,5,0.016666666666666666,0.008333333333333333,0.025,0.025,4.816666666666666,1.0
moons,0.01,4,7,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,6.633333333333334,1.0
moons,0.01,4,11,0.03333333333333333,0.008333333333333333,0.025,0.025,9.683333333333334,1.0
moons,0.01,5,1,0.075,0.075,1.0,1.0,1.0,1.0
moons,0.01,5,3,0.05,0.025,0.08333333333333333,0.08333333333333333,2.8333333333333335,1.0
moons,0.01,5,5,0.05,0.008333333333333333,0.058333333333333334,0.058333333333333334,4.666666666666667,1.0
moons,0.01,5,7,0.03333333333333333,0.008333333333333333,0.05,0.05,6.5,1.0
moons,0.01,5,11,0.05,0.008333333333333333,0.03333333333333333,0.03333333333333333,9.85,1.0
moons,0.01,6,1,0.025,0.025,1.0,1.0,1.0,1.0
moons,0.01,6,3,0.025,0.008333333333333333,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,0.01,6,5,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,4.85,1.0
moons,0.01,6,7,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,6.766666666666667,1.0
moons,0.01,6,11,0.008333333333333333,0.0,0.0,0.0,10.333333333333334,1.0
moons,0.01,7,1,0.025,0.025,1.0,1.0,1.0,1.0
moons,0.01,7,3,0.016666666666666666,0.0,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,0.01,7,5,0.016666666666666666,0.008333333333333333,0.016666666666666666,0.016666666666666666,4.816666666666666,1.0
moons,0.01,7,7,0.025,0.016666666666666666,0.025,0.025,6.616666666666666,1.0
moons,0.01,7,11,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,10.0,1.0
moons,0.1,0,1,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0
moons,0.1,0,3,0.041666666666666664,0.016666666666666666,0.09166666666666666,0.09166666666666666,2.816666666666667,1.0
moons,0.1,0,5,0.058333333333333334,0.016666666666666666,0.03333333333333333,0.03333333333333333,4.65,1.0
moons,0.1,0,7,0.058333333333333334,0.008333333333333333,0.03333333333333333,0.03333333333333333,6.233333333333333,1.0
moons,0.1,0,11,0.058333333333333334,0.008333333333333333,0.025,0.025,9.35,1.0
moons,0.1,1,1,0.05,0.05,1.0,1.0,1.0,1.0
moons,0.1,1,3,0.05,0.03333333333333333,0.1,0.1,2.8,1.0
moons,0.1,1,5,0.041666666666666664,0.025,0.058333333333333334,0.058333333333333334,4.6,1.0
moons,0.1,1,7,0.041666666666666664,0.016666666666666666,0.058333333333333334,0.058333333333333334,6.283333333333333,1.0
moons,0.1,1,11,0.06666666666666667,0.03333333333333333,0.05,0.05,9.5,1.0
moons,0.1,2,1,0.058333333333333334,0.058333333333333334,1.0,1.0,1.0,1.0
moons,0.1,2,3,0.041666666666666664,0.03333333333333333,0.06666666666666667,0.06666666666666667,2.8666666666666667,1.0
moons,0.1,2,5,0.041666666666666664,0.025,0.058333333333333334,0.058333333333333334,4.566666666666666,1.0
moons,0.1,2,7,0.05,0.016666666666666666,0.05,0.05,6.366666666666666,1.0
moons,0.1,2,11,0.058333333333333334,0.008333333333333333,0.025,0.025,9.633333333333333,1.0
moons,0.1,3,1,0.075,0.075,1.0,1.0,1.0,1.0
moons,0.1,3,3,0.058333333333333334,0.03333333333333333,0.13333333333333333,0.13333333333333333,2.7333333333333334,1.0
moons,0.1,3,5,0.03333333333333333,0.0,0.058333333333333334,0.058333333333333334,4.533333333333333,1.0
moons,0.1,3,7,0.058333333333333334,0.025,0.05,0.05,6.15,1.0
moons,0.1,3,11,0.06666666666666667,0.008333333333333333,0.03333333333333333,0.03333333333333333,9.3,1.0
moons,0.1,4,1,0.016666666666666666,0.016666666666666666,1.0,1.0,1.0,1.0
moons,0.1,4,3,0.016666666666666666,0.008333333333333333,0.041666666666666664,0.041666666666666664,2.9166666666666665,1.0
moons,0.1,4,5,0.03333333333333333,0.016666666666666666,0.041666666666666664,0.041666666666666664,4.716666666666667,1.0
moons,0.1,4,7,0.025,0.008333333333333333,0.025,0.025,6.416666666666667,1.0
moons,0.1,4,11,0.025,0.0,0.03333333333333333,0.03333333333333333,9.6,1.0
moons,0.1,5,1,0.058333333333333334,0.058333333333333334,1.0,1.0,1.0,1.0
moons,0.1,5,3,0.05,0.03333333333333333,0.06666666666666667,0.06666666666666667,2.8666666666666667,1.0
moons,0.1,5,5,0.058333333333333334,0.03333333333333333,0.06666666666666667,0.06666666666666667,4.683333333333334,1.0
moons,0.1,5,7,0.041666666666666664,0.008333333333333333,0.06666666666666667,0.06666666666666667,6.366666666666666,1.0
moons,0.1,5,11,0.05,0.016666666666666666,0.058333333333333334,0.058333333333333334,9.666666666666666,1.0
moons,0.1,6,1,0.016666666666666666,0.016666666666666666,1.0,1.0,1.0,1.0
moons,0.1,6,3,0.016666666666666666,0.008333333333333333,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
moons,0.1,6,5,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,4.85,1.0
moons,0.1,6,7,0.016666666666666666,0.0,0.025,0.025,6.716666666666667,1.0
moons,0.1,6,11,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,10.216666666666667,1.0
moons,0.1,7,1,0.03333333333333333,0.03333333333333333,1.0,1.0,1.0,1.0
moons,0.1,7,3,0.008333333333333333,0.008333333333333333,0.058333333333333334,0.058333333333333334,2.8833333333333333,1.0
moons,0.1,7,5,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,4.716666666666667,1.0
moons,0.1,7,7,0.025,0.008333333333333333,0.05,0.05,6.45,1.0
moons,0.1,7,11,0.03333333333333333,0.016666666666666666,0.05,0.05,9.7,1.0
circles,0.0,0,1,0.025,0.025,1.0,1.0,1.0,1.0
circles,0.0,0,3,0.03333333333333333,0.016666666666666666,0.05,0.05,2.9,1.0
circles,0.0,0,5,0.03333333333333333,0.025,0.05,0.05,4.65,1.0
circles,0.0,0,7,0.041666666666666664,0.016666666666666666,0.041666666666666664,0.041666666666666664,6.366666666666666,1.0
circles,0.0,0,11,0.025,0.0,0.041666666666666664,0.041666666666666664,8.716666666666667,1.0
circles,0.0,1,1,0.008333333333333333,0.008333333333333333,1.0,1.0,1.0,1.0
circles,0.0,1,3,0.0,0.0,0.03333333333333333,0.03333333333333333,2.933333333333333,1.0
circles,0.0,1,5,0.0,0.0,0.041666666666666664,0.041666666666666664,4.616666666666666,1.0
circles,0.0,1,7,0.0,0.0,0.025,0.025,6.25,1.0
circles,0.0,1,11,0.03333333333333333,0.025,0.03333333333333333,0.03333333333333333,8.433333333333334,1.0
circles,0.0,2,1,0.008333333333333333,0.008333333333333333,1.0,1.0,1.0,1.0
circles,0.0,2,3,0.025,0.016666666666666666,0.041666666666666664,0.041666666666666664,2.9166666666666665,1.0
circles,0.0,2,5,0.025,0.016666666666666666,0.058333333333333334,0.058333333333333334,4.633333333333334,1.0
circles,0.0,2,7,0.025,0.008333333333333333,0.041666666666666664,0.041666666666666664,6.35,1.0
circles,0.0,2,11,0.041666666666666664,0.016666666666666666,0.05,0.05,8.65,1.0
circles,0.0,3,1,0.03333333333333333,0.03333333333333333,1.0,1.0,1.0,1.0
circles,0.0,3,3,0.025,0.008333333333333333,0.06666666666666667,0.06666666666666667,2.8666666666666667,1.0
circles,0.0,3,5,0.025,0.0,0.025,0.025,4.7,1.0
circles,0.0,3,7,0.025,0.0,0.025,0.025,6.35,1.0
circles,0.0,3,11,0.025,0.008333333333333333,0.016666666666666666,0.016666666666666666,8.383333333333333,1.0
circles,0.0,4,1,0.008333333333333333,0.008333333333333333,1.0,1.0,1.0,1.0
circles,0.0,4,3,0.025,0.025,0.05,0.05,2.9,1.0
circles,0.0,4,5,0.03333333333333333,0.025,0.05,0.05,4.633333333333334,1.0
circles,0.0,4,7,0.03333333333333333,0.008333333333333333,0.03333333333333333,0.03333333333333333,6.283333333333333,1.0
