generator,jitter,seed,k,loo_error,loo_indicator_rate,replace_vulnerability,near_zero_margin_mass,mean_abs_margin,diagnostic_f1
anisotropic,0.0,3,11,0.125,0.016666666666666666,0.1,0.1,7.433333333333334,1.0
anisotropic,0.0,4,1,0.325,0.325,1.0,1.0,1.0,1.0
anisotropic,0.0,4,3,0.3333333333333333,0.1,0.5666666666666667,0.5666666666666667,1.8666666666666667,1.0
anisotropic,0.0,4,5,0.35833333333333334,0.10833333333333334,0.39166666666666666,0.39166666666666666,2.6166666666666667,1.0
anisotropic,0.0,4,7,0.35,0.075,0.35,0.35,3.183333333333333,1.0
anisotropic,0.0,4,11,0.35,0.08333333333333333,0.275,0.275,3.816666666666667,1.0
anisotropic,0.0,5,1,0.15833333333333333,0.15833333333333333,1.0,1.0,1.0,1.0
anisotropic,0.0,5,3,0.14166666666666666,0.075,0.31666666666666665,0.31666666666666665,2.3666666666666667,1.0
anisotropic,0.0,5,5,0.2,0.09166666666666666,0.21666666666666667,0.21666666666666667,3.6333333333333333,1.0
anisotropic,0.0,5,7,0.15833333333333333,0.025,0.18333333333333332,0.18333333333333332,4.733333333333333,1.0
anisotropic,0.0,5,11,0.18333333333333332,0.05,0.10833333333333334,0.10833333333333334,7.066666666666666,1.0
anisotropic,0.0,6,1,0.25833333333333336,0.25833333333333336,1.0,1.0,1.0,1.0
anisotropic,0.0,6,3,0.23333333333333334,0.125,0.4166666666666667,0.4166666666666667,2.1666666666666665,1.0
anisotropic,0.0,6,5,0.19166666666666668,0.06666666666666667,0.2833333333333333,0.2833333333333333,3.1333333333333333,1.0
anisotropic,0.0,6,7,0.20833333333333334,0.08333333333333333,0.23333333333333334,0.23333333333333334,4.066666666666666,1.0
anisotropic,0.0,6,11,0.19166666666666668,0.03333333333333333,0.15833333333333333,0.15833333333333333,5.866666666666666,1.0
anisotropic,0.0,7,1,0.13333333333333333,0.13333333333333333,1.0,1.0,1.0,1.0
anisotropic,0.0,7,3,0.10833333333333334,0.058333333333333334,0.16666666666666666,0.16666666666666666,2.6666666666666665,1.0
anisotropic,0.0,7,5,0.09166666666666666,0.03333333333333333,0.1,0.1,4.233333333333333,1.0
anisotropic,0.0,7,7,0.09166666666666666,0.025,0.075,0.075,5.8,1.0
anisotropic,0.0,7,11,0.075,0.016666666666666666,0.09166666666666666,0.09166666666666666,8.266666666666667,1.0
anisotropic,1e-08,0,1,0.26666666666666666,0.26666666666666666,1.0,1.0,1.0,1.0
anisotropic,1e-08,0,3,0.25,0.14166666666666666,0.425,0.425,2.15,1.0
anisotropic,1e-08,0,5,0.19166666666666668,0.05,0.30833333333333335,0.30833333333333335,3.1166666666666667,1.0
anisotropic,1e-08,0,7,0.225,0.075,0.2,0.2,4.083333333333333,1.0
anisotropic,1e-08,0,11,0.23333333333333334,0.041666666666666664,0.19166666666666668,0.19166666666666668,5.5,1.0
anisotropic,1e-08,1,1,0.25833333333333336,0.25833333333333336,1.0,1.0,1.0,1.0
anisotropic,1e-08,1,3,0.2,0.08333333333333333,0.4166666666666667,0.4166666666666667,2.1666666666666665,1.0
anisotropic,1e-08,1,5,0.20833333333333334,0.08333333333333333,0.23333333333333334,0.23333333333333334,3.283333333333333,1.0
anisotropic,1e-08,1,7,0.21666666666666667,0.058333333333333334,0.19166666666666668,0.19166666666666668,4.133333333333334,1.0
anisotropic,1e-08,1,11,0.25,0.09166666666666666,0.175,0.175,5.9,1.0
anisotropic,1e-08,2,1,0.24166666666666667,0.24166666666666667,1.0,1.0,1.0,1.0
anisotropic,1e-08,2,3,0.225,0.11666666666666667,0.38333333333333336,0.38333333333333336,2.2333333333333334,1.0
anisotropic,1e-08,2,5,0.275,0.15833333333333333,0.35,0.35,3.0166666666666666,1.0
anisotropic,1e-08,2,7,0.275,0.13333333333333333,0.36666666666666664,0.36666666666666664,3.65,1.0
anisotropic,1e-08,2,11,0.2916666666666667,0.08333333333333333,0.26666666666666666,0.26666666666666666,5.15,1.0
anisotropic,1e-08,3,1,0.14166666666666666,0.14166666666666666,1.0,1.0,1.0,1.0
anisotropic,1e-08,3,3,0.14166666666666666,0.10833333333333334,0.25833333333333336,0.25833333333333336,2.4833333333333334,1.0
anisotropic,1e-08,3,5,0.13333333333333333,0.05,0.20833333333333334,0.20833333333333334,3.783333333333333,1.0
anisotropic,1e-08,3,7,0.1,0.0,0.15,0.15,5.183333333333334,1.0
anisotropic,1e-08,3,11,0.125,0.016666666666666666,0.1,0.1,7.433333333333334,1.0
anisotropic,1e-08,4,1,0.325,0.325,1.0,1.0,1.0,1.0
anisotropic,1e-08,4,3,0.3333333333333333,0.1,0.5666666666666667,0.5666666666666667,1.8666666666666667,1.0
anisotropic,1e-08,4,5,0.35833333333333334,0.10833333333333334,0.39166666666666666,0.39166666666666666,2.6166666666666667,1.0
anisotropic,1e-08,4,7,0.35,0.075,0.35,0.35,3.183333333333333,1.0
anisotropic,1e-08,4,11,0.35,0.08333333333333333,0.275,0.275,3.816666666666667,1.0
anisotropic,1e-08,5,1,0.15833333333333333,0.15833333333333333,1.0,1.0,1.0,1.0
anisotropic,1e-08,5,3,0.14166666666666666,0.075,0.31666666666666665,0.31666666666666665,2.3666666666666667,1.0
anisotropic,1e-08,5,5,0.2,0.09166666666666666,0.21666666666666667,0.21666666666666667,3.6333333333333333,1.0
anisotropic,1e-08,5,7,0.15833333333333333,0.025,0.18333333333333332,0.18333333333333332,4.733333333333333,1.0
anisotropic,1e-08,5,11,0.18333333333333332,0.05,0.10833333333333334,0.10833333333333334,7.066666666666666,1.0
anisotropic,1e-08,6,1,0.25833333333333336,0.25833333333333336,1.0,1.0,1.0,1.0
anisotropic,1e-08,6,3,0.23333333333333334,0.125,0.4166666666666667,0.4166666666666667,2.1666666666666665,1.0
anisotropic,1e-08,6,5,0.19166666666666668,0.06666666666666667,0.2833333333333333,0.2833333333333333,3.1333333333333333,1.0
anisotropic,1e-08,6,7,0.20833333333333334,0.08333333333333333,0.23333333333333334,0.23333333333333334,4.066666666666666,1.0
anisotropic,1e-08,6,11,0.19166666666666668,0.03333333333333333,0.15833333333333333,0.15833333333333333,5.866666666666666,1.0
anisotropic,1e-08,7,1,0.13333333333333333,0.13333333333333333,1.0,1.0,1.0,1.0
anisotropic,1e-08,7,3,0.10833333333333334,0.058333333333333334,0.16666666666666666,0.16666666666666666,2.6666666666666665,1.0
anisotropic,1e-08,7,5,0.09166666666666666,0.03333333333333333,0.1,0.1,4.233333333333333,1.0
anisotropic,1e-08,7,7,0.09166666666666666,0.025,0.075,0.075,5.8,1.0
anisotropic,1e-08,7,11,0.075,0.016666666666666666,0.09166666666666666,0.09166666666666666,8.266666666666667,1.0
anisotropic,1e-06,0,1,0.26666666666666666,0.26666666666666666,1.0,1.0,1.0,1.0
anisotropic,1e-06,0,3,0.25,0.14166666666666666,0.425,0.425,2.15,1.0
anisotropic,1e-06,0,5,0.19166666666666668,0.05,0.30833333333333335,0.30833333333333335,3.1166666666666667,1.0
anisotropic,1e-06,0,7,0.225,0.075,0.2,0.2,4.083333333333333,1.0
anisotropic,1e-06,0,11,0.23333333333333334,0.041666666666666664,0.19166666666666668,0.19166666666666668,5.5,1.0
anisotropic,1e-06,1,1,0.25833333333333336,0.25833333333333336,1.0,1.0,1.0,1.0
anisotropic,1e-06,1,3,0.2,0.08333333333333333,0.4166666666666667,0.4166666666666667,2.1666666666666665,1.0
anisotropic,1e-06,1,5,0.20833333333333334,0.08333333333333333,0.23333333333333334,0.23333333333333334,3.283333333333333,1.0
anisotropic,1e-06,1,7,0.21666666666666667,0.058333333333333334,0.19166666666666668,0.19166666666666668,4.133333333333334,1.0
anisotropic,1e-06,1,11,0.25,0.09166666666666666,0.175,0.175,5.9,1.0
anisotropic,1e-06,2,1,0.24166666666666667,0.24166666666666667,1.0,1.0,1.0,1.0
anisotropic,1e-06,2,3,0.225,0.11666666666666667,0.38333333333333336,0.38333333333333336,2.2333333333333334,1.0
anisotropic,1e-06,2,5,0.275,0.15833333333333333,0.35,0.35,3.0166666666666666,1.0
anisotropic,1e-06,2,7,0.275,0.13333333333333333,0.36666666666666664,0.36666666666666664,3.65,1.0
anisotropic,1e-06,2,11,0.2916666666666667,0.08333333333333333,0.26666666666666666,0.26666666666666666,5.15,1.0
anisotropic,1e-06,3,1,0.14166666666666666,0.14166666666666666,1.0,1.0,1.0,1.0
anisotropic,1e-06,3,3,0.14166666666666666,0.10833333333333334,0.25833333333333336,0.25833333333333336,2.4833333333333334,1.0
anisotropic,1e-06,3,5,0.13333333333333333,0.05,0.20833333333333334,0.20833333333333334,3.783333333333333,1.0
anisotropic,1e-06,3,7,0.1,0.0,0.15,0.15,5.183333333333334,1.0
anisotropic,1e-06,3,11,0.125,0.016666666666666666,0.1,0.1,7.433333333333334,1.0
anisotropic,1e-06,4,1,0.325,0.325,1.0,1.0,1.0,1.0
anisotropic,1e-06,4,3,0.3333333333333333,0.1,0.5666666666666667,0.5666666666666667,1.8666666666666667,1.0
anisotropic,1e-06,4,5,0.35833333333333334,0.10833333333333334,0.39166666666666666,0.39166666666666666,2.6166666666666667,1.0
anisotropic,1e-06,4,7,0.35,0.075,0.35,0.35,3.183333333333333,1.0
anisotropic,1e-06,4,11,0.35,0.08333333333333333,0.275,0.275,3.816666666666667,1.0
anisotropic,1e-06,5,1,0.15833333333333333,0.15833333333333333,1.0,1.0,1.0,1.0
anisotropic,1e-06,5,3,0.14166666666666666,0.075,0.31666666666666665,0.31666666666666665,2.3666666666666667,1.0
anisotropic,1e-06,5,5,0.2,0.09166666666666666,0.21666666666666667,0.21666666666666667,3.6333333333333333,1.0
anisotropic,1e-06,5,7,0.15833333333333333,0.025,0.18333333333333332,0.18333333333333332,4.733333333333333,1.0
anisotropic,1e-06,5,11,0.18333333333333332,0.05,0.10833333333333334,0.10833333333333334,7.066666666666666,1.0
anisotropic,1e-06,6,1,0.25833333333333336,0.25833333333333336,1.0,1.0,1.0,1.0
anisotropic,1e-06,6,3,0.23333333333333334,0.125,0.4166666666666667,0.4166666666666667,2.1666666666666665,1.0
anisotropic,1e-06,6,5,0.19166666666666668,0.06666666666666667,0.2833333333333333,0.2833333333333333,3.1333333333333333,1.0
anisotropic,1e-06,6,7,0.20833333333333334,0.08333333333333333,0.23333333333333334,0.23333333333333334,4.066666666666666,1.0
anisotropic,1e-06,6,11,0.19166666666666668,0.03333333333333333,0.15833333333333333,0.15833333333333333,5.866666666666666,1.0
anisotropic,1e-06,7,1,0.13333333333333333,0.13333333333333333,1.0,1.0,1.0,1.0
anisotropic,1e-06,7,3,0.10833333333333334,0.058333333333333334,0.16666666666666666,0.16666666666666666,2.6666666666666665,1.0
anisotropic,1e-06,7,5,0.09166666666666666,0.03333333333333333,0.1,0.1,4.233333333333333,1.0
anisotropic,1e-06,7,7,0.09166666666666666,0.025,0.075,0.075,5.8,1.0
anisotropic,1e-06,7,11,0.075,0.016666666666666666,0.09166666666666666,0.09166666666666666,8.266666666666667,1.0
anisotropic,0.0001,0,1,0.26666666666666666,0.26666666666666666,1.0,1.0,1.0,1.0
anisotropic,0.0001,0,3,0.25,0.14166666666666666,0.4166666666666667,0.4166666666666667,2.1666666666666665,1.0
anisotropic,0.0001,0,5,0.19166666666666668,0.05,0.30833333333333335,0.30833333333333335,3.1166666666666667,1.0
anisotropic,0.0001,0,7,0.225,0.075,0.2,0.2,4.083333333333333,1.0
anisotropic,0.0001,0,11,0.23333333333333334,0.041666666666666664,0.19166666666666668,0.19166666666666668,5.5,1.0
anisotropic,0.0001,1,1,0.25833333333333336,0.25833333333333336,1.0,1.0,1.0,1.0
anisotropic,0.0001,1,3,0.2,0.08333333333333333,0.4166666666666667,0.4166666666666667,2.1666666666666665,1.0
anisotropic,0.0001,1,5,0.20833333333333334,0.08333333333333333,0.23333333333333334,0.23333333333333334,3.283333333333333,1.0
anisotropic,0.0001,1,7,0.21666666666666667,0.058333333333333334,0.19166666666666668,0.19166666666666668,4.133333333333334,1.0
anisotropic,0.0001,1,11,0.25,0.09166666666666666,0.175,0.175,5.9,1.0
anisotropic,0.0001,2,1,0.24166666666666667,0.24166666666666667,1.0,1.0,1.0,1.0
anisotropic,0.0001,2,3,0.225,0.11666666666666667,0.38333333333333336,0.38333333333333336,2.2333333333333334,1.0
anisotropic,0.0001,2,5,0.275,0.15833333333333333,0.35,0.35,3.0166666666666666,1.0
anisotropic,0.0001,2,7,0.275,0.13333333333333333,0.36666666666666664,0.36666666666666664,3.65,1.0
anisotropic,0.0001,2,11,0.2833333333333333,0.075,0.26666666666666666,0.26666666666666666,5.15,1.0
anisotropic,0.0001,3,1,0.14166666666666666,0.14166666666666666,1.0,1.0,1.0,1.0
anisotropic,0.0001,3,3,0.14166666666666666,0.10833333333333334,0.25833333333333336,0.25833333333333336,2.4833333333333334,1.0
anisotropic,0.0001,3,5,0.13333333333333333,0.05,0.20833333333333334,0.20833333333333334,3.783333333333333,1.0
anisotropic,0.0001,3,7,0.1,0.0,0.15,0.15,5.183333333333334,1.0
anisotropic,0.0001,3,11,0.125,0.016666666666666666,0.1,0.1,7.433333333333334,1.0
anisotropic,0.0001,4,1,0.325,0.325,1.0,1.0,1.0,1.0
anisotropic,0.0001,4,3,0.3333333333333333,0.1,0.5666666666666667,0.5666666666666667,1.8666666666666667,1.0
anisotropic,0.0001,4,5,0.35833333333333334,0.10833333333333334,0.39166666666666666,0.39166666666666666,2.6166666666666667,1.0
anisotropic,0.0001,4,7,0.35,0.075,0.35,0.35,3.183333333333333,1.0
anisotropic,0.0001,4,11,0.35,0.08333333333333333,0.275,0.275,3.816666666666667,1.0
anisotropic,0.0001,5,1,0.15833333333333333,0.15833333333333333,1.0,1.0,1.0,1.0
anisotropic,0.0001,5,3,0.14166666666666666,0.075,0.31666666666666665,0.31666666666666665,2.3666666666666667,1.0
anisotropic,0.0001,5,5,0.2,0.09166666666666666,0.21666666666666667,0.21666666666666667,3.6333333333333333,1.0
anisotropic,0.0001,5,7,0.15833333333333333,0.025,0.18333333333333332,0.18333333333333332,4.733333333333333,1.0
anisotropic,0.0001,5,11,0.18333333333333332,0.05,0.10833333333333334,0.10833333333333334,7.066666666666666,1.0
anisotropic,0.0001,6,1,0.25833333333333336,0.25833333333333336,1.0,1.0,1.0,1.0
anisotropic,0.0001,6,3,0.23333333333333334,0.125,0.4166666666666667,0.4166666666666667,2.1666666666666665,1.0
anisotropic,0.0001,6,5,0.19166666666666668,0.06666666666666667,0.2833333333333333,0.2833333333333333,3.1333333333333333,1.0
anisotropic,0.0001,6,7,0.20833333333333334,0.08333333333333333,0.23333333333333334,0.23333333333333334,4.066666666666666,1.0
anisotropic,0.0001,6,11,0.19166666666666668,0.03333333333333333,0.15833333333333333,0.15833333333333333,5.866666666666666,1.0
anisotropic,0.0001,7,1,0.13333333333333333,0.13333333333333333,1.0,1.0,1.0,1.0
anisotropic,0.0001,7,3,0.10833333333333334,0.058333333333333334,0.16666666666666666,0.16666666666666666,2.6666666666666665,1.0
anisotropic,0.0001,7,5,0.09166666666666666,0.03333333333333333,0.1,0.1,4.233333333333333,1.0
anisotropic,0.0001,7,7,0.09166666666666666,0.025,0.075,0.075,5.8,1.0
anisotropic,0.0001,7,11,0.075,0.016666666666666666,0.09166666666666666,0.09166666666666666,8.266666666666667,1.0
anisotropic,0.01,0,1,0.26666666666666666,0.26666666666666666,1.0,1.0,1.0,1.0
anisotropic,0.01,0,3,0.25,0.15,0.425,0.425,2.15,1.0
anisotropic,0.01,0,5,0.20833333333333334,0.06666666666666667,0.3,0.3,3.15,1.0
anisotropic,0.01,0,7,0.225,0.08333333333333333,0.2,0.2,4.116666666666666,1.0
anisotropic,0.01,0,11,0.25833333333333336,0.06666666666666667,0.20833333333333334,0.20833333333333334,5.433333333333334,1.0
anisotropic,0.01,1,1,0.25,0.25,1.0,1.0,1.0,1.0
anisotropic,0.01,1,3,0.2,0.08333333333333333,0.4083333333333333,0.4083333333333333,2.183333333333333,1.0
anisotropic,0.01,1,5,0.2,0.06666666666666667,0.23333333333333334,0.23333333333333334,3.283333333333333,1.0
anisotropic,0.01,1,7,0.225,0.08333333333333333,0.2,0.2,4.133333333333334,1.0
anisotropic,0.01,1,11,0.25,0.08333333333333333,0.15833333333333333,0.15833333333333333,5.916666666666667,1.0
anisotropic,0.01,2,1,0.25,0.25,1.0,1.0,1.0,1.0
anisotropic,0.01,2,3,0.225,0.13333333333333333,0.38333333333333336,0.38333333333333336,2.2333333333333334,1.0
anisotropic,0.01,2,5,0.26666666666666666,0.15,0.35,0.35,3.05,1.0
anisotropic,0.01,2,7,0.2833333333333333,0.13333333333333333,0.35833333333333334,0.35833333333333334,3.6666666666666665,1.0
anisotropic,0.01,2,11,0.2833333333333333,0.08333333333333333,0.275,0.275,5.166666666666667,1.0
anisotropic,0.01,3,1,0.14166666666666666,0.14166666666666666,1.0,1.0,1.0,1.0
anisotropic,0.01,3,3,0.15,0.11666666666666667,0.25833333333333336,0.25833333333333336,2.4833333333333334,1.0
anisotropic,0.01,3,5,0.14166666666666666,0.058333333333333334,0.20833333333333334,0.20833333333333334,3.783333333333333,1.0
anisotropic,0.01,3,7,0.11666666666666667,0.016666666666666666,0.14166666666666666,0.14166666666666666,5.15,1.0
anisotropic,0.01,3,11,0.125,0.016666666666666666,0.09166666666666666,0.09166666666666666,7.45,1.0
anisotropic,0.01,4,1,0.325,0.325,1.0,1.0,1.0,1.0
anisotropic,0.01,4,3,0.3333333333333333,0.10833333333333334,0.5666666666666667,0.5666666666666667,1.8666666666666667,1.0
anisotropic,0.01,4,5,0.35833333333333334,0.11666666666666667,0.39166666666666666,0.39166666666666666,2.6333333333333333,1.0
anisotropic,0.01,4,7,0.3416666666666667,0.075,0.35,0.35,3.216666666666667,1.0
anisotropic,0.01,4,11,0.35,0.09166666666666666,0.2833333333333333,0.2833333333333333,3.816666666666667,1.0
anisotropic,0.01,5,1,0.15833333333333333,0.15833333333333333,1.0,1.0,1.0,1.0
anisotropic,0.01,5,3,0.14166666666666666,0.075,0.325,0.325,2.35,1.0
anisotropic,0.01,5,5,0.2,0.08333333333333333,0.21666666666666667,0.21666666666666667,3.6333333333333333,1.0
anisotropic,0.01,5,7,0.15833333333333333,0.025,0.18333333333333332,0.18333333333333332,4.7,1.0
anisotropic,0.01,5,11,0.175,0.03333333333333333,0.1,0.1,7.066666666666666,1.0
anisotropic,0.01,6,1,0.25833333333333336,0.25833333333333336,1.0,1.0,1.0,1.0
anisotropic,0.01,6,3,0.225,0.11666666666666667,0.4083333333333333,0.4083333333333333,2.183333333333333,1.0
anisotropic,0.01,6,5,0.19166666666666668,0.06666666666666667,0.2833333333333333,0.2833333333333333,3.1333333333333333,1.0
anisotropic,0.01,6,7,0.21666666666666667,0.09166666666666666,0.23333333333333334,0.23333333333333334,4.066666666666666,1.0
anisotropic,0.01,6,11,0.18333333333333332,0.016666666666666666,0.15833333333333333,0.15833333333333333,5.816666666666666,1.0
anisotropic,0.01,7,1,0.125,0.125,1.0,1.0,1.0,1.0
anisotropic,0.01,7,3,0.10833333333333334,0.058333333333333334,0.16666666666666666,0.16666666666666666,2.6666666666666665,1.0
anisotropic,0.01,7,5,0.09166666666666666,0.03333333333333333,0.1,0.1,4.233333333333333,1.0
anisotropic,0.01,7,7,0.09166666666666666,0.025,0.08333333333333333,0.08333333333333333,5.766666666666667,1.0
anisotropic,0.01,7,11,0.075,0.016666666666666666,0.08333333333333333,0.08333333333333333,8.25,1.0
anisotropic,0.1,0,1,0.24166666666666667,0.24166666666666667,1.0,1.0,1.0,1.0
anisotropic,0.1,0,3,0.2833333333333333,0.15833333333333333,0.4666666666666667,0.4666666666666667,2.066666666666667,1.0
anisotropic,0.1,0,5,0.26666666666666666,0.09166666666666666,0.325,0.325,3.15,1.0
anisotropic,0.1,0,7,0.24166666666666667,0.075,0.23333333333333334,0.23333333333333334,3.9833333333333334,1.0
anisotropic,0.1,0,11,0.26666666666666666,0.05,0.21666666666666667,0.21666666666666667,5.383333333333334,1.0
anisotropic,0.1,1,1,0.225,0.225,1.0,1.0,1.0,1.0
anisotropic,0.1,1,3,0.19166666666666668,0.075,0.375,0.375,2.25,1.0
anisotropic,0.1,1,5,0.18333333333333332,0.05,0.25,0.25,3.2666666666666666,1.0
anisotropic,0.1,1,7,0.20833333333333334,0.075,0.2,0.2,4.266666666666667,1.0
anisotropic,0.1,1,11,0.225,0.041666666666666664,0.15,0.15,6.116666666666666,1.0
anisotropic,0.1,2,1,0.21666666666666667,0.21666666666666667,1.0,1.0,1.0,1.0
anisotropic,0.1,2,3,0.23333333333333334,0.16666666666666666,0.375,0.375,2.25,1.0
anisotropic,0.1,2,5,0.25833333333333336,0.15,0.35,0.35,3.1166666666666667,1.0
anisotropic,0.1,2,7,0.275,0.09166666666666666,0.3,0.3,3.8666666666666667,1.0
anisotropic,0.1,2,11,0.24166666666666667,0.041666666666666664,0.275,0.275,5.233333333333333,1.0
anisotropic,0.1,3,1,0.15,0.15,1.0,1.0,1.0,1.0
anisotropic,0.1,3,3,0.14166666666666666,0.09166666666666666,0.25833333333333336,0.25833333333333336,2.4833333333333334,1.0
anisotropic,0.1,3,5,0.13333333333333333,0.05,0.18333333333333332,0.18333333333333332,3.85,1.0
anisotropic,0.1,3,7,0.15,0.03333333333333333,0.125,0.125,5.15,1.0
anisotropic,0.1,3,11,0.13333333333333333,0.016666666666666666,0.09166666666666666,0.09166666666666666,7.416666666666667,1.0
anisotropic,0.1,4,1,0.35833333333333334,0.35833333333333334,1.0,1.0,1.0,1.0
anisotropic,0.1,4,3,0.3333333333333333,0.10833333333333334,0.5916666666666667,0.5916666666666667,1.8166666666666667,1.0
anisotropic,0.1,4,5,0.35833333333333334,0.15833333333333333,0.39166666666666666,0.39166666666666666,2.6,1.0
anisotropic,0.1,4,7,0.38333333333333336,0.1,0.375,0.375,3.1166666666666667,1.0
anisotropic,0.1,4,11,0.35,0.041666666666666664,0.225,0.225,4.083333333333333,1.0
anisotropic,0.1,5,1,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0
anisotropic,0.1,5,3,0.15833333333333333,0.09166666666666666,0.30833333333333335,0.30833333333333335,2.3833333333333333,1.0
anisotropic,0.1,5,5,0.175,0.05,0.225,0.225,3.566666666666667,1.0
anisotropic,0.1,5,7,0.15833333333333333,0.025,0.175,0.175,4.65,1.0
anisotropic,0.1,5,11,0.19166666666666668,0.05,0.11666666666666667,0.11666666666666667,7.05,1.0
anisotropic,0.1,6,1,0.25833333333333336,0.25833333333333336,1.0,1.0,1.0,1.0
anisotropic,0.1,6,3,0.23333333333333334,0.1,0.4166666666666667,0.4166666666666667,2.1666666666666665,1.0
anisotropic,0.1,6,5,0.2,0.06666666666666667,0.26666666666666666,0.26666666666666666,3.183333333333333,1.0
anisotropic,0.1,6,7,0.19166666666666668,0.041666666666666664,0.225,0.225,4.0,1.0
anisotropic,0.1,6,11,0.19166666666666668,0.05,0.175,0.175,5.75,1.0
anisotropic,0.1,7,1,0.11666666666666667,0.11666666666666667,1.0,1.0,1.0,1.0
anisotropic,0.1,7,3,0.11666666666666667,0.06666666666666667,0.2,0.2,2.6,1.0
anisotropic,0.1,7,5,0.08333333333333333,0.03333333333333333,0.11666666666666667,0.11666666666666667,4.183333333333334,1.0
anisotropic,0.1,7,7,0.1,0.03333333333333333,0.1,0.1,5.7,1.0
anisotropic,0.1,7,11,0.075,0.016666666666666666,0.058333333333333334,0.058333333333333334,8.133333333333333,1.0
