source,dataset,seed,n,dimension,classes,metric,k,loo_error,loo_indicator_rate,replace_vulnerability,near_zero_margin_mass,mean_abs_margin,diagnostic_f1,duplicate_count
sklearn_builtin,iris,10,80,4,2,euclidean,15,0.0,0.0,0.0,0.0,14.85,1.0,1
sklearn_builtin,iris,10,80,4,2,manhattan,1,0.0,0.0,1.0,1.0,1.0,1.0,1
sklearn_builtin,iris,10,80,4,2,manhattan,3,0.0,0.0,0.0,0.0,3.0,1.0,1
sklearn_builtin,iris,10,80,4,2,manhattan,5,0.0,0.0,0.0,0.0,5.0,1.0,1
sklearn_builtin,iris,10,80,4,2,manhattan,7,0.0,0.0,0.0,0.0,7.0,1.0,1
sklearn_builtin,iris,10,80,4,2,manhattan,9,0.0,0.0,0.0,0.0,9.0,1.0,1
sklearn_builtin,iris,10,80,4,2,manhattan,11,0.0,0.0,0.0,0.0,10.95,1.0,1
sklearn_builtin,iris,10,80,4,2,manhattan,15,0.0,0.0,0.0,0.0,14.95,1.0,1
sklearn_builtin,iris,10,80,4,2,cosine,1,0.0125,0.0125,1.0,1.0,1.0,1.0,1
sklearn_builtin,iris,10,80,4,2,cosine,3,0.0,0.0,0.0125,0.0125,2.975,1.0,1
sklearn_builtin,iris,10,80,4,2,cosine,5,0.0,0.0,0.0,0.0,4.95,1.0,1
sklearn_builtin,iris,10,80,4,2,cosine,7,0.0,0.0,0.0,0.0,6.925,1.0,1
sklearn_builtin,iris,10,80,4,2,cosine,9,0.0,0.0,0.0,0.0,8.9,1.0,1
sklearn_builtin,iris,10,80,4,2,cosine,11,0.0,0.0,0.0,0.0,10.875,1.0,1
sklearn_builtin,iris,10,80,4,2,cosine,15,0.0,0.0,0.0,0.0,14.75,1.0,1
sklearn_builtin,iris,11,80,4,2,euclidean,1,0.0,0.0,1.0,1.0,1.0,1.0,1
sklearn_builtin,iris,11,80,4,2,euclidean,3,0.0,0.0,0.0,0.0,3.0,1.0,1
sklearn_builtin,iris,11,80,4,2,euclidean,5,0.0,0.0,0.0,0.0,5.0,1.0,1
sklearn_builtin,iris,11,80,4,2,euclidean,7,0.0,0.0,0.0,0.0,7.0,1.0,1
sklearn_builtin,iris,11,80,4,2,euclidean,9,0.0,0.0,0.0,0.0,9.0,1.0,1
sklearn_builtin,iris,11,80,4,2,euclidean,11,0.0,0.0,0.0,0.0,11.0,1.0,1
sklearn_builtin,iris,11,80,4,2,euclidean,15,0.0,0.0,0.0,0.0,15.0,1.0,1
sklearn_builtin,iris,11,80,4,2,manhattan,1,0.0,0.0,1.0,1.0,1.0,1.0,1
sklearn_builtin,iris,11,80,4,2,manhattan,3,0.0,0.0,0.0,0.0,3.0,1.0,1
sklearn_builtin,iris,11,80,4,2,manhattan,5,0.0,0.0,0.0,0.0,5.0,1.0,1
sklearn_builtin,iris,11,80,4,2,manhattan,7,0.0,0.0,0.0,0.0,7.0,1.0,1
sklearn_builtin,iris,11,80,4,2,manhattan,9,0.0,0.0,0.0,0.0,9.0,1.0,1
sklearn_builtin,iris,11,80,4,2,manhattan,11,0.0,0.0,0.0,0.0,11.0,1.0,1
sklearn_builtin,iris,11,80,4,2,manhattan,15,0.0,0.0,0.0,0.0,15.0,1.0,1
sklearn_builtin,iris,11,80,4,2,cosine,1,0.0,0.0,1.0,1.0,1.0,1.0,1
sklearn_builtin,iris,11,80,4,2,cosine,3,0.0,0.0,0.0,0.0,3.0,1.0,1
sklearn_builtin,iris,11,80,4,2,cosine,5,0.0,0.0,0.0,0.0,5.0,1.0,1
sklearn_builtin,iris,11,80,4,2,cosine,7,0.0,0.0,0.0,0.0,7.0,1.0,1
sklearn_builtin,iris,11,80,4,2,cosine,9,0.0,0.0,0.0,0.0,9.0,1.0,1
sklearn_builtin,iris,11,80,4,2,cosine,11,0.0,0.0,0.0,0.0,11.0,1.0,1
sklearn_builtin,iris,11,80,4,2,cosine,15,0.0,0.0,0.0,0.0,14.925,1.0,1
sklearn_builtin,wine,0,80,13,2,euclidean,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,0,80,13,2,euclidean,3,0.0125,0.0125,0.025,0.025,2.95,1.0,0
sklearn_builtin,wine,0,80,13,2,euclidean,5,0.0125,0.0,0.0125,0.0125,4.875,1.0,0
sklearn_builtin,wine,0,80,13,2,euclidean,7,0.0125,0.0,0.025,0.025,6.65,1.0,0
sklearn_builtin,wine,0,80,13,2,euclidean,9,0.0125,0.0,0.0,0.0,8.5,1.0,0
sklearn_builtin,wine,0,80,13,2,euclidean,11,0.0125,0.0,0.0,0.0,10.35,1.0,0
sklearn_builtin,wine,0,80,13,2,euclidean,15,0.0125,0.0,0.0,0.0,13.75,1.0,0
sklearn_builtin,wine,0,80,13,2,manhattan,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,0,80,13,2,manhattan,3,0.0,0.0,0.0125,0.0125,2.975,1.0,0
sklearn_builtin,wine,0,80,13,2,manhattan,5,0.0,0.0,0.0,0.0,4.9,1.0,0
sklearn_builtin,wine,0,80,13,2,manhattan,7,0.0,0.0,0.0,0.0,6.75,1.0,0
sklearn_builtin,wine,0,80,13,2,manhattan,9,0.0,0.0,0.0,0.0,8.55,1.0,0
sklearn_builtin,wine,0,80,13,2,manhattan,11,0.0,0.0,0.0,0.0,10.3,1.0,0
sklearn_builtin,wine,0,80,13,2,manhattan,15,0.0125,0.0125,0.0125,0.0125,13.675,1.0,0
sklearn_builtin,wine,0,80,13,2,cosine,1,0.0,0.0,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,0,80,13,2,cosine,3,0.0125,0.0125,0.0125,0.0125,2.975,1.0,0
sklearn_builtin,wine,0,80,13,2,cosine,5,0.0125,0.0,0.0125,0.0125,4.925,1.0,0
sklearn_builtin,wine,0,80,13,2,cosine,7,0.0125,0.0125,0.0125,0.0125,6.875,1.0,0
sklearn_builtin,wine,0,80,13,2,cosine,9,0.0125,0.0,0.0125,0.0125,8.725,1.0,0
sklearn_builtin,wine,0,80,13,2,cosine,11,0.0125,0.0,0.0,0.0,10.625,1.0,0
sklearn_builtin,wine,0,80,13,2,cosine,15,0.0125,0.0,0.0,0.0,14.25,1.0,0
sklearn_builtin,wine,1,80,13,2,euclidean,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,1,80,13,2,euclidean,3,0.0125,0.0,0.025,0.025,2.95,1.0,0
sklearn_builtin,wine,1,80,13,2,euclidean,5,0.025,0.0125,0.0125,0.0125,4.725,1.0,0
sklearn_builtin,wine,1,80,13,2,euclidean,7,0.0125,0.0,0.025,0.025,6.425,1.0,0
sklearn_builtin,wine,1,80,13,2,euclidean,9,0.025,0.0125,0.025,0.025,8.15,1.0,0
sklearn_builtin,wine,1,80,13,2,euclidean,11,0.025,0.0125,0.0125,0.0125,9.75,1.0,0
sklearn_builtin,wine,1,80,13,2,euclidean,15,0.0375,0.0125,0.025,0.025,12.925,1.0,0
sklearn_builtin,wine,1,80,13,2,manhattan,1,0.0,0.0,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,1,80,13,2,manhattan,3,0.0375,0.0375,0.0625,0.0625,2.875,1.0,0
sklearn_builtin,wine,1,80,13,2,manhattan,5,0.025,0.0125,0.05,0.05,4.675,1.0,0
sklearn_builtin,wine,1,80,13,2,manhattan,7,0.025,0.0,0.0125,0.0125,6.475,1.0,0
sklearn_builtin,wine,1,80,13,2,manhattan,9,0.0375,0.0125,0.0125,0.0125,8.225,1.0,0
sklearn_builtin,wine,1,80,13,2,manhattan,11,0.025,0.0,0.0125,0.0125,9.9,1.0,0
sklearn_builtin,wine,1,80,13,2,manhattan,15,0.025,0.0,0.0125,0.0125,13.175,1.0,0
sklearn_builtin,wine,1,80,13,2,cosine,1,0.025,0.025,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,1,80,13,2,cosine,3,0.0125,0.0,0.0375,0.0375,2.925,1.0,0
sklearn_builtin,wine,1,80,13,2,cosine,5,0.025,0.0125,0.0125,0.0125,4.725,1.0,0
sklearn_builtin,wine,1,80,13,2,cosine,7,0.0125,0.0,0.0125,0.0125,6.45,1.0,0
sklearn_builtin,wine,1,80,13,2,cosine,9,0.0125,0.0,0.0,0.0,8.15,1.0,0
sklearn_builtin,wine,1,80,13,2,cosine,11,0.025,0.0125,0.0125,0.0125,9.9,1.0,0
sklearn_builtin,wine,1,80,13,2,cosine,15,0.0375,0.025,0.025,0.025,13.225,1.0,0
sklearn_builtin,wine,2,80,13,2,euclidean,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,2,80,13,2,euclidean,3,0.025,0.0125,0.0375,0.0375,2.925,1.0,0
sklearn_builtin,wine,2,80,13,2,euclidean,5,0.025,0.025,0.025,0.025,4.725,1.0,0
sklearn_builtin,wine,2,80,13,2,euclidean,7,0.0,0.0,0.0375,0.0375,6.55,1.0,0
sklearn_builtin,wine,2,80,13,2,euclidean,9,0.0,0.0,0.0125,0.0125,8.4,1.0,0
sklearn_builtin,wine,2,80,13,2,euclidean,11,0.0,0.0,0.0125,0.0125,10.3,1.0,0
sklearn_builtin,wine,2,80,13,2,euclidean,15,0.0,0.0,0.0,0.0,13.725,1.0,0
sklearn_builtin,wine,2,80,13,2,manhattan,1,0.025,0.025,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,2,80,13,2,manhattan,3,0.025,0.0125,0.025,0.025,2.95,1.0,0
sklearn_builtin,wine,2,80,13,2,manhattan,5,0.0125,0.0,0.025,0.025,4.8,1.0,0
sklearn_builtin,wine,2,80,13,2,manhattan,7,0.025,0.0125,0.025,0.025,6.625,1.0,0
sklearn_builtin,wine,2,80,13,2,manhattan,9,0.0,0.0,0.025,0.025,8.55,1.0,0
sklearn_builtin,wine,2,80,13,2,manhattan,11,0.0125,0.0125,0.0125,0.0125,10.325,1.0,0
sklearn_builtin,wine,2,80,13,2,manhattan,15,0.0,0.0,0.0,0.0,13.725,1.0,0
sklearn_builtin,wine,2,80,13,2,cosine,1,0.025,0.025,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,2,80,13,2,cosine,3,0.0125,0.0,0.05,0.05,2.9,1.0,0
sklearn_builtin,wine,2,80,13,2,cosine,5,0.0125,0.0,0.025,0.025,4.775,1.0,0
sklearn_builtin,wine,2,80,13,2,cosine,7,0.0,0.0,0.0125,0.0125,6.7,1.0,0
sklearn_builtin,wine,2,80,13,2,cosine,9,0.0,0.0,0.0125,0.0125,8.6,1.0,0
sklearn_builtin,wine,2,80,13,2,cosine,11,0.0,0.0,0.0125,0.0125,10.375,1.0,0
sklearn_builtin,wine,2,80,13,2,cosine,15,0.0,0.0,0.0,0.0,14.1,1.0,0
sklearn_builtin,wine,3,80,13,2,euclidean,1,0.025,0.025,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,3,80,13,2,euclidean,3,0.0125,0.0,0.05,0.05,2.9,1.0,0
sklearn_builtin,wine,3,80,13,2,euclidean,5,0.0125,0.0,0.0375,0.0375,4.7,1.0,0
sklearn_builtin,wine,3,80,13,2,euclidean,7,0.0125,0.0,0.025,0.025,6.45,1.0,0
sklearn_builtin,wine,3,80,13,2,euclidean,9,0.0125,0.0,0.0125,0.0125,8.2,1.0,0
sklearn_builtin,wine,3,80,13,2,euclidean,11,0.0125,0.0,0.0,0.0,10.0,1.0,0
sklearn_builtin,wine,3,80,13,2,euclidean,15,0.0125,0.0,0.0,0.0,13.25,1.0,0
sklearn_builtin,wine,3,80,13,2,manhattan,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,3,80,13,2,manhattan,3,0.025,0.025,0.0375,0.0375,2.925,1.0,0
sklearn_builtin,wine,3,80,13,2,manhattan,5,0.0125,0.0,0.0375,0.0375,4.725,1.0,0
sklearn_builtin,wine,3,80,13,2,manhattan,7,0.0125,0.0,0.0,0.0,6.625,1.0,0
sklearn_builtin,wine,3,80,13,2,manhattan,9,0.0125,0.0,0.0,0.0,8.4,1.0,0
sklearn_builtin,wine,3,80,13,2,manhattan,11,0.0125,0.0,0.0,0.0,10.2,1.0,0
sklearn_builtin,wine,3,80,13,2,manhattan,15,0.0125,0.0,0.0,0.0,13.45,1.0,0
sklearn_builtin,wine,3,80,13,2,cosine,1,0.0375,0.0375,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,3,80,13,2,cosine,3,0.0125,0.0,0.075,0.075,2.85,1.0,0
sklearn_builtin,wine,3,80,13,2,cosine,5,0.0125,0.0,0.0125,0.0125,4.75,1.0,0
sklearn_builtin,wine,3,80,13,2,cosine,7,0.0125,0.0,0.0125,0.0125,6.65,1.0,0
sklearn_builtin,wine,3,80,13,2,cosine,9,0.0125,0.0,0.0,0.0,8.55,1.0,0
sklearn_builtin,wine,3,80,13,2,cosine,11,0.0125,0.0,0.0,0.0,10.3,1.0,0
sklearn_builtin,wine,3,80,13,2,cosine,15,0.0125,0.0,0.0,0.0,13.975,1.0,0
sklearn_builtin,wine,4,80,13,2,euclidean,1,0.025,0.025,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,4,80,13,2,euclidean,3,0.0375,0.0125,0.0625,0.0625,2.875,1.0,0
sklearn_builtin,wine,4,80,13,2,euclidean,5,0.05,0.0125,0.0375,0.0375,4.65,1.0,0
sklearn_builtin,wine,4,80,13,2,euclidean,7,0.0625,0.025,0.05,0.05,6.325,1.0,0
sklearn_builtin,wine,4,80,13,2,euclidean,9,0.0625,0.025,0.0625,0.0625,7.925,1.0,0
sklearn_builtin,wine,4,80,13,2,euclidean,11,0.05,0.0,0.05,0.05,9.475,1.0,0
sklearn_builtin,wine,4,80,13,2,euclidean,15,0.0375,0.0125,0.025,0.025,12.6,1.0,0
sklearn_builtin,wine,4,80,13,2,manhattan,1,0.025,0.025,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,4,80,13,2,manhattan,3,0.0375,0.0375,0.075,0.075,2.85,1.0,0
sklearn_builtin,wine,4,80,13,2,manhattan,5,0.025,0.0,0.05,0.05,4.675,1.0,0
sklearn_builtin,wine,4,80,13,2,manhattan,7,0.025,0.0125,0.025,0.025,6.525,1.0,0
sklearn_builtin,wine,4,80,13,2,manhattan,9,0.025,0.0125,0.025,0.025,8.175,1.0,0
sklearn_builtin,wine,4,80,13,2,manhattan,11,0.025,0.0,0.025,0.025,9.8,1.0,0
sklearn_builtin,wine,4,80,13,2,manhattan,15,0.05,0.0125,0.0375,0.0375,12.8,1.0,0
sklearn_builtin,wine,4,80,13,2,cosine,1,0.025,0.025,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,4,80,13,2,cosine,3,0.0375,0.0125,0.0875,0.0875,2.825,1.0,0
sklearn_builtin,wine,4,80,13,2,cosine,5,0.0375,0.0125,0.0375,0.0375,4.625,1.0,0
sklearn_builtin,wine,4,80,13,2,cosine,7,0.05,0.0375,0.05,0.05,6.375,1.0,0
sklearn_builtin,wine,4,80,13,2,cosine,9,0.05,0.025,0.0625,0.0625,7.975,1.0,0
sklearn_builtin,wine,4,80,13,2,cosine,11,0.0375,0.0,0.0375,0.0375,9.725,1.0,0
sklearn_builtin,wine,4,80,13,2,cosine,15,0.025,0.0,0.025,0.025,13.025,1.0,0
sklearn_builtin,wine,5,80,13,2,euclidean,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,5,80,13,2,euclidean,3,0.0,0.0,0.025,0.025,2.95,1.0,0
sklearn_builtin,wine,5,80,13,2,euclidean,5,0.0125,0.0125,0.0125,0.0125,4.85,1.0,0
sklearn_builtin,wine,5,80,13,2,euclidean,7,0.0125,0.0125,0.0125,0.0125,6.75,1.0,0
sklearn_builtin,wine,5,80,13,2,euclidean,9,0.0,0.0,0.0125,0.0125,8.625,1.0,0
sklearn_builtin,wine,5,80,13,2,euclidean,11,0.0125,0.0125,0.0125,0.0125,10.45,1.0,0
sklearn_builtin,wine,5,80,13,2,euclidean,15,0.025,0.0125,0.0125,0.0125,13.975,1.0,0
sklearn_builtin,wine,5,80,13,2,manhattan,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,5,80,13,2,manhattan,3,0.0125,0.0125,0.025,0.025,2.95,1.0,0
sklearn_builtin,wine,5,80,13,2,manhattan,5,0.0125,0.0,0.025,0.025,4.825,1.0,0
sklearn_builtin,wine,5,80,13,2,manhattan,7,0.0125,0.0,0.0,0.0,6.75,1.0,0
sklearn_builtin,wine,5,80,13,2,manhattan,9,0.0125,0.0,0.0125,0.0125,8.7,1.0,0
sklearn_builtin,wine,5,80,13,2,manhattan,11,0.0125,0.0,0.0125,0.0125,10.4,1.0,0
sklearn_builtin,wine,5,80,13,2,manhattan,15,0.025,0.0125,0.025,0.025,13.95,1.0,0
sklearn_builtin,wine,5,80,13,2,cosine,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,5,80,13,2,cosine,3,0.0125,0.0,0.05,0.05,2.9,1.0,0
sklearn_builtin,wine,5,80,13,2,cosine,5,0.0125,0.0125,0.0125,0.0125,4.825,1.0,0
sklearn_builtin,wine,5,80,13,2,cosine,7,0.0125,0.0,0.0125,0.0125,6.775,1.0,0
sklearn_builtin,wine,5,80,13,2,cosine,9,0.0125,0.0125,0.0125,0.0125,8.65,1.0,0
sklearn_builtin,wine,5,80,13,2,cosine,11,0.0125,0.0,0.0125,0.0125,10.525,1.0,0
sklearn_builtin,wine,5,80,13,2,cosine,15,0.025,0.0125,0.025,0.025,14.2,1.0,0
sklearn_builtin,wine,6,80,13,2,euclidean,1,0.05,0.05,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,6,80,13,2,euclidean,3,0.025,0.0,0.075,0.075,2.85,1.0,0
sklearn_builtin,wine,6,80,13,2,euclidean,5,0.0375,0.0125,0.05,0.05,4.6,1.0,0
sklearn_builtin,wine,6,80,13,2,euclidean,7,0.025,0.0125,0.075,0.075,6.175,1.0,0
sklearn_builtin,wine,6,80,13,2,euclidean,9,0.0125,0.0,0.025,0.025,8.075,1.0,0
sklearn_builtin,wine,6,80,13,2,euclidean,11,0.0125,0.0,0.025,0.025,9.75,1.0,0
sklearn_builtin,wine,6,80,13,2,euclidean,15,0.0125,0.0,0.0125,0.0125,12.875,1.0,0
sklearn_builtin,wine,6,80,13,2,manhattan,1,0.05,0.05,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,6,80,13,2,manhattan,3,0.025,0.0125,0.075,0.075,2.85,1.0,0
sklearn_builtin,wine,6,80,13,2,manhattan,5,0.0125,0.0,0.025,0.025,4.7,1.0,0
sklearn_builtin,wine,6,80,13,2,manhattan,7,0.025,0.0125,0.0125,0.0125,6.425,1.0,0
sklearn_builtin,wine,6,80,13,2,manhattan,9,0.0125,0.0,0.0125,0.0125,8.275,1.0,0
sklearn_builtin,wine,6,80,13,2,manhattan,11,0.025,0.0125,0.0125,0.0125,10.1,1.0,0
sklearn_builtin,wine,6,80,13,2,manhattan,15,0.025,0.0,0.0,0.0,13.425,1.0,0
sklearn_builtin,wine,6,80,13,2,cosine,1,0.0625,0.0625,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,6,80,13,2,cosine,3,0.0375,0.025,0.1,0.1,2.8,1.0,0
sklearn_builtin,wine,6,80,13,2,cosine,5,0.0125,0.0,0.075,0.075,4.625,1.0,0
sklearn_builtin,wine,6,80,13,2,cosine,7,0.0125,0.0,0.0375,0.0375,6.4,1.0,0
sklearn_builtin,wine,6,80,13,2,cosine,9,0.0125,0.0,0.0125,0.0125,8.2,1.0,0
sklearn_builtin,wine,6,80,13,2,cosine,11,0.025,0.0125,0.025,0.025,10.0,1.0,0
sklearn_builtin,wine,6,80,13,2,cosine,15,0.0125,0.0,0.0,0.0,13.425,1.0,0
sklearn_builtin,wine,7,80,13,2,euclidean,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,7,80,13,2,euclidean,3,0.0,0.0,0.05,0.05,2.9,1.0,0
sklearn_builtin,wine,7,80,13,2,euclidean,5,0.0125,0.0125,0.0125,0.0125,4.65,1.0,0
sklearn_builtin,wine,7,80,13,2,euclidean,7,0.0125,0.0,0.0125,0.0125,6.45,1.0,0
sklearn_builtin,wine,7,80,13,2,euclidean,9,0.0,0.0,0.0125,0.0125,8.175,1.0,0
sklearn_builtin,wine,7,80,13,2,euclidean,11,0.0,0.0,0.0,0.0,10.0,1.0,0
sklearn_builtin,wine,7,80,13,2,euclidean,15,0.0,0.0,0.0,0.0,13.25,1.0,0
sklearn_builtin,wine,7,80,13,2,manhattan,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,7,80,13,2,manhattan,3,0.0125,0.0125,0.05,0.05,2.9,1.0,0
sklearn_builtin,wine,7,80,13,2,manhattan,5,0.0125,0.0125,0.0125,0.0125,4.725,1.0,0
sklearn_builtin,wine,7,80,13,2,manhattan,7,0.0,0.0,0.0125,0.0125,6.5,1.0,0
sklearn_builtin,wine,7,80,13,2,manhattan,9,0.0125,0.0125,0.025,0.025,8.225,1.0,0
sklearn_builtin,wine,7,80,13,2,manhattan,11,0.0,0.0,0.0125,0.0125,10.05,1.0,0
sklearn_builtin,wine,7,80,13,2,manhattan,15,0.0,0.0,0.0125,0.0125,13.325,1.0,0
sklearn_builtin,wine,7,80,13,2,cosine,1,0.0125,0.0125,1.0,1.0,1.0,1.0,0
sklearn_builtin,wine,7,80,13,2,cosine,3,0.0,0.0,0.05,0.05,2.9,1.0,0
sklearn_builtin,wine,7,80,13,2,cosine,5,0.0,0.0,0.0,0.0,4.85,1.0,0
sklearn_builtin,wine,7,80,13,2,cosine,7,0.0,0.0,0.0,0.0,6.775,1.0,0
sklearn_builtin,wine,7,80,13,2,cosine,9,0.0,0.0,0.0,0.0,8.55,1.0,0
sklearn_builtin,wine,7,80,13,2,cosine,11,0.0,0.0,0.0125,0.0125,10.275,1.0,0
sklearn_builtin,wine,7,80,13,2,cosine,15,0.0,0.0,0.0,0.0,13.775,1.0,0
sklearn_builtin,wine,8,80,13,2,euclidean,1,0.0375,0.0375,1.0,1.0,1.0,1.0,0
